id,inegi,fecha_de_inicio_de_reporte_en_la_cbpcdmx,fuente_de_reporte,origen_de_la_noticia,sexo,edad,lugar_de_nacimiento,nacionalidad,escolaridad,estado_civil,parentesco_reportante,fecha_de_desaparicion,year_desaparicion,cve_ent_desp,entidad_de_desaparicion,cv_mun_desp,municipio_alcadia_de_la_desaparicion,colonia_de_la_desaparicion,circunstancias_de_la_desaparicion,estatus_de_localizacion,condicion_localizacion,fecha_de_localizacion,year_localizacion,estado_de_salud,constancia_de_localizacion,municipio_alcaldia_de_la_localizacion,tipo_de_lugar_de_la_localizacion,motivo_referido_de_desaparicion
93,09015,2021-11-16,reporte,redes sociales y reportes telefónicos,mujer,NA,NA,mexicana,NA,NA,familiar,2021-11-16,2021,09,ciudad de méxico,015,cuauhtémoc,NA,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-11-17,2021,buen estado de salud,contacto directo con la persona reportada,NA,NA,ausencia deliberada
94,09007,2021-11-13,reporte,presencial,mujer,73,NA,mexicana,no especificado,NA,familiar,2021-11-04,2021,09,ciudad de méxico,007,iztapalapa,reforma politica,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-11-13,2020,buen estado de salud,informe por institucion,ecatepec de morelos,en una institucion de asistencia social,extravio o desorientacion
95,09006,2021-12-21,reporte,redes sociales y reportes telefónicos,hombre,15,NA,mexicana,NA,NA,familiar,2021-12-15,2021,09,ciudad de méxico,006,iztacalco,campamento 2 de octubre,se trasladaba a su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
96,09015,2021-12-21,noticia,portal CNB,hombre,71,NA,mexicana,NA,NA,pareja o expareja,2021-12-20,2021,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
97,09012,2021-11-15,noticia,colectivos de familiares,mujer,15,ciudad de mexico,mexicana,NA,NA,familiar,2021-10-29,2021,09,ciudad de méxico,012,tlalpan,pedregal de san nicolas 2a seccion,se desconoce,localizado,con vida,2021-11-17,2021,buen estado de salud,localizacion atribuible a la comision,NA,NA,ausencia deliberada
98,09010,2021-11-13,reporte,presencial,hombre,17,ciudad de mexico,mexicana,preparatoria,soltero/a,familiar,2021-09-24,2021,09,ciudad de méxico,010,álvaro obregón,santa rosa xochiac,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
99,09011,2021-11-12,noticia,portal CNB,mujer,16,ciudad de mexico,mexicana,preparatoria,soltero/a,familiar,2021-11-09,2021,09,ciudad de méxico,011,tláhuac,el rosario,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
100,09014,2021-11-11,reporte,redes sociales y reportes telefónicos,mujer,12,NA,mexicana,NA,NA,familiar,2021-11-11,2021,09,ciudad de méxico,014,benito juárez,del valle centro,se trasladaba a su domicilio,localizado,con vida,2021-11-11,2021,buen estado de salud,localizacion atribuible a la comision,iztapalapa,en casa de amigo o familiar,ausencia deliberada
101,09005,2021-11-11,reporte,redes sociales y reportes telefónicos,hombre,21,NA,mexicana,NA,NA,familiar,2021-11-05,2021,09,ciudad de méxico,005,gustavo a. madero,san juan de aragon,refirio problemas familiares antes de desaparecer,localizado,con vida,2021-11-20,2021,buen estado de salud,informe dado por familiar,NA,en casa de amigo o familiar,victima de delito
102,09017,2021-11-10,reporte,presencial,hombre,29,NA,mexicana,NA,NA,familiar,2021-10-24,2021,09,ciudad de méxico,017,venustiano carranza,jardin balbuena,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
103,09013,2021-11-11,reporte,redes sociales y reportes telefónicos,hombre,27,mexico,mexicana,NA,NA,familiar,2021-11-06,2021,09,ciudad de méxico,013,xochimilco,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-11-22,2021,NA,informe dado por familiar,veracruz,domicilio de la persona,victima de delito
104,09007,2021-11-10,reporte,redes sociales y reportes telefónicos,mujer,24,ciudad de mexico,mexicana,NA,NA,familiar,2021-11-03,2021,09,ciudad de méxico,007,iztapalapa,leyes de reforma 2a seccion,se desconoce,localizado,con vida,2021-12-07,2021,buen estado de salud,informe por institucion,NA,NA,problemas o violencia familiares
105,09007,2021-11-10,reporte,redes sociales y reportes telefónicos,hombre,20,ciudad de mexico,mexicana,NA,casado/a,familiar,2021-11-08,2021,09,ciudad de méxico,007,iztapalapa,central de abasto,iba rumbo a su trabajo,localizado,con vida,2021-11-10,2021,buen estado de salud,informe dado por familiar,NA,central de abastos,ausencia deliberada
106,09005,2021-12-21,noticia,portal CNB,hombre,40,NA,mexicana,licenciatura,NA,otros,2021-12-06,2021,09,ciudad de méxico,005,gustavo a. madero,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
107,09011,2021-11-09,reporte,redes sociales y reportes telefónicos,hombre,19,ciudad de mexico,mexicana,NA,NA,familiar,2021-10-25,2021,09,ciudad de méxico,011,tláhuac,santa cecilia,iba rumbo a su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
108,09009,2021-11-09,reporte,redes sociales y reportes telefónicos,hombre,43,ciudad de mexico,mexicana,NA,NA,familiar,2016-11-02,2016,09,ciudad de méxico,009,milpa alta,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
109,09015,2021-11-09,noticia,portal CNB,hombre,60,ciudad de mexico,mexicana,profesional tecnico,casado/a,familiar,2021-11-06,2021,09,ciudad de méxico,015,cuauhtémoc,centro (area 8),salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
110,09009,2021-11-09,noticia,portal CNB,hombre,41,NA,mexicana,secundaria,casado/a,pareja o expareja,2021-11-06,2021,09,ciudad de méxico,009,milpa alta,tula,se trasladaba a su domicilio,localizado,con vida,2021-11-07,2021,NA,informe dado por familiar,NA,domicilio de la persona,problemas de comunicacion
111,09014,2021-11-08,noticia,portal CNB,hombre,24,guerrero,mexicana,primaria,soltero/a,otros,2021-11-08,2021,09,ciudad de méxico,014,benito juárez,narvarte poniente,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,informe dado por familiar,benito juarez,domicilio de la persona,ausencia deliberada con parientes
112,09007,2021-11-08,noticia,portal CNB,hombre,30,puebla,mexicana,analfabeta,casado/a,familiar,2021-11-05,2021,09,ciudad de méxico,007,iztapalapa,buenavista,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-11-08,2021,buen estado de salud,informe dado por familiar,NA,en centro de salud u hospital,ausencia deliberada
113,09007,2021-11-08,noticia,portal CNB,hombre,27,ciudad de mexico,mexicana,licenciatura,soltero/a,familiar,2021-11-05,2021,09,ciudad de méxico,007,iztapalapa,san pablo,refirio problemas familiares antes de desaparecer,localizado,con vida,2021-11-06,2021,buen estado de salud,informe dado por familiar,NA,en campo abierto,problemas de comunicacion
114,09015,2021-11-07,reporte,redes sociales y reportes telefónicos,hombre,60,ciudad de mexico,mexicana,NA,NA,familiar,2021-11-02,2021,09,ciudad de méxico,015,cuauhtémoc,guerrero,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
115,09009,2021-11-05,noticia,portal CNB,hombre,20,ciudad de mexico,mexicana,NA,NA,NA,2021-10-30,2021,09,ciudad de méxico,009,milpa alta,san antonio tecomitl,salio de casa a realizar alguna actividad y ya no regreso,localizado,sin vida,NA,NA,NA,localizacion atribuible a la comision,NA,en un centro forense,victima de delito
116,09010,2021-11-05,noticia,portal CNB,hombre,NA,ciudad de mexico,mexicana,primaria,union libre,pareja o expareja,2021-11-01,2021,09,ciudad de méxico,010,álvaro obregón,desarrollo urbano,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
117,09012,2021-12-21,reporte,redes sociales y reportes telefónicos,mujer,18,NA,mexicana,NA,NA,familiar,2021-12-20,2021,09,ciudad de méxico,012,tlalpan,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
118,09012,2021-12-21,noticia,portal CNB,hombre,32,ciudad de mexico,mexicana,licenciatura,NA,NA,2021-12-03,2021,09,ciudad de méxico,012,tlalpan,san andres totoltepec,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
119,09007,2021-11-05,reporte,redes sociales y reportes telefónicos,hombre,49,ciudad de mexico,mexicana,NA,casado/a,pareja o expareja,2021-11-03,2021,09,ciudad de méxico,007,iztapalapa,campestre potrero,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,informe por institucion,NA,agencia del ministerio público,NA
120,09005,2021-11-04,noticia,portal CNB,hombre,17,NA,mexicana,NA,NA,familiar,2021-10-25,2021,09,ciudad de méxico,005,gustavo a. madero,san juan de aragon,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
121,09007,2021-11-04,noticia,autoridades en general,mujer,18,veracruz,mexicana,NA,NA,familiar,2021-10-31,2021,09,ciudad de méxico,007,iztapalapa,san pedro,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
122,09002,2021-11-04,noticia,portal CNB,hombre,19,mexico,mexicana,NA,NA,familiar,2021-09-15,2021,09,ciudad de méxico,002,azcapotzalco,san pedro xalpa,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
123,09007,2021-12-20,reporte,redes sociales y reportes telefónicos,hombre,39,NA,mexicana,NA,NA,pareja o expareja,2021-12-19,2021,09,ciudad de méxico,007,iztapalapa,santa maria aztahuacan,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
124,09017,2021-12-20,noticia,portal CNB,mujer,37,NA,mexicana,licenciatura,NA,familiar,2021-12-13,2021,09,ciudad de méxico,017,venustiano carranza,4 arboles,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
125,09007,2021-11-02,noticia,portal CNB,hombre,48,ciudad de mexico,mexicana,preparatoria,casado/a,pareja o expareja,2021-10-31,2021,09,ciudad de méxico,007,iztapalapa,san juan xalpa,se desconoce,localizado,con vida,2021-11-08,2021,buen estado de salud,informe dado por familiar,iztapalapa,domicilio de la persona,ausencia deliberada
126,09016,2021-11-01,noticia,portal CNB,hombre,45,NA,mexicana,preparatoria,NA,familiar,2021-10-26,2021,09,ciudad de méxico,016,miguel hidalgo,polanco i seccion,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-11-01,2021,buen estado de salud,informe dado por familiar,NA,domicilio de la persona,arresto o proceso legal
127,09003,2021-11-01,noticia,portal CNB,mujer,63,NA,mexicana,primaria,casado/a,familiar,2021-10-29,2021,09,ciudad de méxico,003,coyoacán,universidad nacional autonoma de mexico,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,informe dado por familiar,NA,domicilio de la persona,NA
128,09014,2021-11-01,noticia,portal CNB,hombre,46,sonora,mexicana,licenciatura,soltero/a,familiar,2021-10-25,2021,09,ciudad de méxico,014,benito juárez,narvarte oriente,se desconoce,localizado,con vida,2021-11-04,2021,NA,informe dado por familiar,NA,NA,NA
129,09015,2021-12-21,reporte,redes sociales y reportes telefónicos,hombre,23,NA,mexicana,NA,NA,NA,2021-12-17,2021,09,ciudad de méxico,015,cuauhtémoc,santa maria la ribera,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
130,09007,2021-12-20,noticia,portal CNB,hombre,78,NA,mexicana,NA,NA,NA,2021-12-13,2021,09,ciudad de méxico,007,iztapalapa,apatlaco,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
131,09002,2021-12-20,noticia,portal CNB,hombre,25,NA,mexicana,NA,NA,familiar,2020-12-05,2020,09,ciudad de méxico,002,azcapotzalco,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
132,09013,2021-12-17,noticia,portal CNB,mujer,34,ciudad de mexico,mexicana,secundaria,soltero/a,otros,2021-12-11,2021,09,ciudad de méxico,013,xochimilco,cerrillos tercera seccion,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
133,09014,2021-12-16,noticia,portal CNB,hombre,41,NA,mexicana,NA,NA,pareja o expareja,2021-12-13,2021,09,ciudad de méxico,014,benito juárez,nativitas,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
134,09017,2021-12-16,reporte,redes sociales y reportes telefónicos,mujer,17,NA,mexicana,NA,NA,familiar,2021-11-25,2021,09,ciudad de méxico,017,venustiano carranza,1° de mayo,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
135,09015,2021-10-29,noticia,portal CNB,mujer,34,NA,extranjera,profesional tecnico,union libre,familiar,2021-10-20,2021,09,ciudad de méxico,015,cuauhtémoc,morelos,se le privo de la libertad por personas armadas en la calle,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
136,09005,2021-10-29,noticia,portal CNB,hombre,NA,NA,mexicana,NA,NA,familiar,2021-10-25,2021,09,ciudad de méxico,005,gustavo a. madero,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-11-01,2021,buen estado de salud,informe dado por familiar,NA,regreso solo(a) a casa,arresto o proceso legal
137,09005,2021-10-29,noticia,portal CNB,hombre,42,ciudad de mexico,mexicana,primaria,soltero/a,NA,2021-08-31,2021,09,ciudad de méxico,005,gustavo a. madero,guadalupe tepeyac,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
138,09010,2021-10-29,noticia,portal CNB,hombre,30,NA,mexicana,NA,union libre,familiar,2021-10-15,2021,09,ciudad de méxico,010,álvaro obregón,liberales de 1857,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
139,09007,2021-10-29,noticia,portal CNB,hombre,31,oaxaca,mexicana,secundaria,separaado/a,familiar,2021-05-14,2021,09,ciudad de méxico,007,iztapalapa,unidad ejercito constitucionalista,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
140,09005,2021-10-29,noticia,portal CNB,hombre,44,puebla,mexicana,secundaria,separaado/a,familiar,2021-10-25,2021,09,ciudad de méxico,005,gustavo a. madero,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-24,2021,buen estado de salud,informe dado por familiar,xochimilco,domicilio de la persona,NA
141,09016,2021-10-29,noticia,portal CNB,hombre,38,ciudad de mexico,mexicana,licenciatura,soltero/a,otros,2021-10-27,2021,09,ciudad de méxico,016,miguel hidalgo,anahuac i seccion,se desconoce,localizado,con vida,2021-10-29,2021,buen estado de salud,contacto directo con la persona reportada,NA,domicilio de la persona,NA
142,09006,2021-10-28,noticia,portal CNB,mujer,38,ciudad de mexico,mexicana,preparatoria,soltero/a,familiar,2021-08-19,2021,09,ciudad de méxico,006,iztacalco,agricola pantitlan,se encontraba en el trayecto de una ciudad o comunidad a otra,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
143,09015,2021-10-28,noticia,portal CNB,hombre,47,ciudad de mexico,mexicana,preparatoria,divorciado/a,familiar,2021-10-22,2021,09,ciudad de méxico,015,cuauhtémoc,obrera,se encontraba en el trayecto de una ciudad o comunidad a otra,localizado,con vida,2021-11-01,2021,buen estado de salud,informe dado por familiar,NA,regreso solo(a) a casa,NA
144,09005,2021-10-28,noticia,portal CNB,hombre,18,ciudad de mexico,mexicana,secundaria,NA,familiar,2021-10-21,2021,09,ciudad de méxico,005,gustavo a. madero,chalma de guadalupe,se le privo de la libertad por una corporacion policiaca o militar,localizado,con vida,2021-11-01,2021,buen estado de salud,informe dado por familiar,NA,en un centro de detención,arresto o proceso legal
145,09007,2021-10-28,noticia,portal CNB,hombre,40,mexico,mexicana,preparatoria,NA,familiar,2021-10-07,2021,09,ciudad de méxico,007,iztapalapa,santa maria aztahuacan,se trasladaba a su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
146,09003,2021-10-28,noticia,portal CNB,hombre,35,ciudad de mexico,mexicana,preparatoria,NA,familiar,2021-10-26,2021,09,ciudad de méxico,003,coyoacán,culhuacan ctm seccion x,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-28,2021,mal estado sin violencia,localizacion atribuible a la comision,NA,NA,arresto o proceso legal
147,09013,2021-10-28,noticia,redes sociales y reportes telefónicos,mujer,13,NA,mexicana,NA,NA,familiar,2021-10-27,2021,09,ciudad de méxico,013,xochimilco,santa cruz acalpixca,refirio problemas familiares antes de desaparecer,localizado,con vida,2021-11-03,2021,buen estado de salud,informe dado por familiar,NA,NA,NA
148,09017,2021-10-28,reporte,redes sociales y reportes telefónicos,hombre,27,NA,mexicana,NA,NA,NA,2021-10-26,2021,09,ciudad de méxico,017,venustiano carranza,10 de mayo,se encontraba en el trayecto de una ciudad o comunidad a otra,localizado,con vida,2021-10-29,2021,buen estado de salud,informe dado por familiar,NA,domicilio de la persona,NA
149,09012,2021-10-26,reporte,redes sociales y reportes telefónicos,mujer,22,NA,mexicana,NA,NA,familiar,2020-01-30,2020,09,ciudad de méxico,012,tlalpan,bosques del pedregal,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-10-28,2021,mal estado por violencia,contacto directo con la persona reportada,tijuana,en un lugar publico,victima de delito
150,09005,2021-10-26,reporte,redes sociales y reportes telefónicos,hombre,23,veracruz,mexicana,NA,NA,NA,2021-10-24,2021,09,ciudad de méxico,005,gustavo a. madero,villa gustavo a. madero,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-29,2021,buen estado de salud,informe dado por familiar,NA,domicilio de la persona,problemas de comunicacion
151,09007,2021-12-16,reporte,redes sociales y reportes telefónicos,hombre,24,NA,mexicana,NA,NA,familiar,2021-12-13,2021,09,ciudad de méxico,007,iztapalapa,cerro de la estrella,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
152,09014,2021-12-16,noticia,portal CNB,hombre,80,ciudad de mexico,mexicana,profesional tecnico,casado/a,familiar,2019-06-06,2019,09,ciudad de méxico,014,benito juárez,san simon ticumac,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
153,09007,2021-10-28,reporte,redes sociales y reportes telefónicos,hombre,39,NA,mexicana,NA,NA,familiar,2021-10-23,2021,09,ciudad de méxico,007,iztapalapa,lomas de la estancia,refirio problemas familiares antes de desaparecer,localizado,con vida,2021-11-01,2021,buen estado de salud,informe dado por familiar,NA,regreso solo(a) a casa,ausencia deliberada
154,09007,2021-12-16,noticia,portal CNB,hombre,59,NA,mexicana,NA,NA,familiar,2021-12-15,2021,09,ciudad de méxico,007,iztapalapa,juan escutia,iba rumbo a su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
155,09012,2021-12-15,reporte,redes sociales y reportes telefónicos,mujer,44,NA,mexicana,NA,NA,NA,2021-08-31,2021,09,ciudad de méxico,012,tlalpan,la joya,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
